Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1_1,Internal,Alert types,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Build,Chipset,GPU,Models,NFC,Charging,SAR,5G,Triple,Dual,Features_1,Performance,Display,Camera,Loudspeaker_1,Battery life,Quad,Audio quality,Triple_1,Keyboard,Languages
b'samsung',b'Samsung Galaxy Tab 3 Lite 7.0 3G',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-lite-3g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, January'","b'Available. Released 2014, February'",b'193.4 x 116.4 x 9.7 mm (7.61 x 4.58 x 0.38 in)',b'322 g (11.36 oz)',b'Micro-SIM',"b'TFT capacitive touchscreen, 16M colors'","b'7.0 inches, 137.9 cm2 (~61.3% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,b'2 MP',,b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'2.0',b'Accelerometer',,,,,b'No',b'Non-removable Li-Ion 3600 mAh battery',,b'Up to 9 h (multimedia)',b'Up to 200 h',"b'White, Black, Green, Pink, Yellow'",b'About 190 EUR',,,,"b'8 GB, 1 GB RAM'",,,,b'0.37 W/kg (head) \xc2\xa0 \xc2\xa0 0.83 W/kg (body)',b'Android 4.2 (Jelly Bean)',b'Dual-core 1.2 GHz',,,,,b'Marvell PXA986',b'Vivante GC1000',b'SM-T111',,,b'1.45 W/kg (head) \xc2\xa0 \xc2\xa0 1.60 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab 3 Lite 7.0',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-tab-3-lite.jpg',b'No cellular connectivity',b'',,,"b'2014, January'","b'Available. Released 2014, February'",b'193.4 x 116.4 x 9.7 mm (7.61 x 4.58 x 0.38 in)',b'310 g (10.93 oz)',b'No',"b'TFT capacitive touchscreen, 16M colors'","b'7.0 inches, 137.9 cm2 (~61.3% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'","b'microSD, up to 32 GB (dedicated slot)'",,,b'2 MP',,b'480p@24fps',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with GLONASS'",b'No',b'2.0',b'Accelerometer',,,,,b'No',b'Non-removable Li-Ion 3600 mAh battery',,b'Up to 8 h (multimedia)',b'Up to 200 h',"b'White, Black, Green, Pink, Yellow'",b'About 150 EUR',b'No',b'No',,"b'8 GB, 1 GB RAM'",,,,b'0.83 W/kg (body)',b'Android 4.2 (Jelly Bean)',b'Dual-core 1.2 GHz',,,,,b'Marvell PXA986',b'Vivante GC1000',b'SM-T110',,,b'1.10 W/kg (body)',,,,,,b'Contrast ratio: 574 (nominal)',,,,,b'Noise -93.7dB / Crosstalk -93.9dB',,,
b'samsung',b'Samsung Galaxy Grand Neo',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-grand-neo.jpg',b'GSM / HSPA',"b'GSM 850 / 900 / 1800 / 1900 - I9060, I9060I'",b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, January'","b'Available. Released 2014, February'",b'143.7 x 77.1 x 9.6 mm (5.66 x 3.04 x 0.38 in)',b'163 g (5.75 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'","b'TFT capacitive touchscreen, 16M colors'","b'5.01 inches, 71.4 cm2 (~64.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~186 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'5 MP, f/2.6, AF'",b'LED flash',b'720p@30fps',"b'VGA/ 2 MP, GT-I9060I'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - I9062',b'Removable Li-Ion 2100 mAh battery',b'Up to 430 h',b'Up to 11 h',b'Up to 38 h',"b'White, Midnight Black, Orange, Lime Green'",b'About 130 EUR',,,,"b'8/16 GB, 1 GB RAM'",,,,b'0.21 W/kg (head) \xc2\xa0 \xc2\xa0 0.32 W/kg (body)',b'Android 4.2 (Jelly Bean)Android 4.4.4 (KitKat) - GT-I9060I',b'Quad-core 1.2 GHz Cortex-A7',,,,b'Plastic body',b'Broadcom BCM23550Spreadtrum SC8830 - GT-I9060I',b'Broadcom VideoCore IVMali-400MP2 - GT-I9060I',"b'GT-I9060I, GT-I9062, GT-I9060, GT-I9060C'",,,,,,,,,"b'Contrast ratio: 786:1 (nominal), 1.393 (sunlight)'",b'Photo / Video',b'Voice 72dB / Noise 65dB / Ring 73dB',b'Endurance rating 59h',,,,,
b'samsung',b'Samsung Galaxy Note Pro 12.2 LTE',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, January'","b'Available. Released 2014, March'",b'295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in)',b'753 g (1.66 lb)',b'Micro-SIM',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'12.2 inches, 431.6 cm2 (~71.6% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~247 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 3.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Stylus',b'Non-removable Li-Ion 9500 mAh battery',,b'Up to 10 h 30 min (multimedia) (2G) / Up to 51 h (3G)',b'Up to 188 h',"b'Black, White'",b'About 670 EUR',,,,"b'32/64 GB, 3 GB RAM'",,b'Corning Gorilla Glass 3',b'Yes',b'0.76 W/kg (body)',"b'Android 4.4 (KitKat), upgradable to 5.0.2 (Lollipop); TouchWiz UI'",b'Quad-core 2.3 GHz Krait 400',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)'",,b'Qualcomm Snapdragon 800 (28 nm)',b'Adreno 330',b'SM-P905',,,b'1.57 W/kg (body)',,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Note Pro 12.2 3G',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'2014, January'","b'Available. Released 2014, March'",b'295.5 x 204 x 8 mm (11.63 x 8.03 x 0.31 in)',b'753 g (1.66 lb)',b'Micro-SIM',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'12.2 inches, 431.6 cm2 (~71.6% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~247 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 3.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Stylus',b'Non-removable Li-Ion 9500 mAh battery',,b'Up to 12 h (multimedia) (2G) / Up to 54 h (3G)',b'Up to 131 h',"b'Black, White'",b'About 640 EUR',,,,"b'32/64 GB, 3 GB RAM'",,b'Corning Gorilla Glass 3',b'Yes',b'0.67 W/kg (body)',b'Android 4.4 (KitKat); TouchWiz UI',b'Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)',,,,,b'Exynos 5420 Octa (28 nm)',b'Mali-T628 MP6',b'SM-P901',,,b'1.58 W/kg (body)',,,,,,,b'Photo / Video',,,,,,,
b'samsung',b'Samsung Galaxy Note Pro 12.2',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-note-pro-122.jpg',b'No cellular connectivity',b'N/A',,,"b'2014, January'","b'Available. Released 2014, February'",b'295.6 x 203.9 x 8 mm (11.64 x 8.03 x 0.31 in)',b'750 g (1.65 lb)',b'No',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'12.2 inches, 431.6 cm2 (~71.6% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~247 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with GLONASS'",b'No',"b'microUSB 3.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Stylus',b'Non-removable Li-Ion 9500 mAh battery',,b'Up to 12 h (multimedia)',b'Up to 131 h',"b'Black, White'",b'About 540 EUR',b'No',b'No',,"b'32/64 GB, 3 GB RAM'",,b'Corning Gorilla Glass 3',b'Yes',,b'Android 4.4 (KitKat); TouchWiz UI',b'Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)',,,,,b'Exynos 5420 Octa (28 nm)',b'Mali-T628 MP6',b'SM-P900',,,b'1.01 W/kg (body)',,,,,b'Basemark OS II: 862 / Basemark X: 855',b'Contrast ratio: 911:1 (nominal)',,b'Voice 73dB / Noise 66dB / Ring 75dB',,,b'Noise -95.1dB / Crosstalk -92.4dB',,,
b'samsung',b'Samsung Galaxy Tab Pro 12.2 LTE',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-122.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, January'","b'Available. Released 2014, May'",b'295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in)',b'740 g (1.63 lb)',b'Micro-SIM',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'12.2 inches, 431.6 cm2 (~71.6% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~247 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 3.0, USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Non-removable Li-Ion 9500 mAh battery',,,,,b'Black',b'About 500 EUR',,,,"b'32/64 GB, 3 GB RAM'",,,b'Yes',,b'Android 4.4 (KitKat); TouchWiz UI',b'Quad-core 2.3 GHz Krait 400',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)'",,b'Qualcomm Snapdragon 800 (28 nm)',b'Adreno 330',b'SM-T905',,,,,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab Pro 12.2 3G',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-122.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 42.2/5.76 Mbps',"b'2014, January'","b'Available. Released 2014, April'",b'295.6 x 204 x 8 mm (11.64 x 8.03 x 0.31 in)',b'732 g (1.61 lb)',b'Micro-SIM',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'12.2 inches, 431.6 cm2 (~71.6% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~247 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 3.0, USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Non-removable Li-Ion 9500 mAh battery',,,,,b'Black',b'About 470 EUR',,,,"b'32/64 GB, 3 GB RAM'",,,b'Yes',,b'Android 4.4 (KitKat); TouchWiz UI',b'Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)',,,,,b'Exynos 5420 Octa (28 nm)',b'Mali-T628 MP6',,,,,,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab Pro 12.2',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-122.jpg',b'No cellular connectivity',b'N/A',,,"b'2014, January'","b'Available. Released 2014, March'",b'295.4 x 203.7 x 7.9 mm (11.63 x 8.02 x 0.31 in)',b'730.2 g (1.61 lb)',b'No',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'12.2 inches, 431.6 cm2 (~71.7% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~247 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with GLONASS'",b'No',"b'microUSB 3.0, USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Non-removable Li-Po 9500 mAh battery',,,b'Up to 11 h (multimedia)',b'Up to 131 h',"b'Black, White'",b'About 420 EUR',b'No',b'No',,"b'32/64 GB, 3 GB RAM'",,,b'Yes',,"b'Android 4.4.2 (KitKat), upgradable to 5.1.1 (Lollipop); TouchWiz UI'",b'Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)',,,,,b'Exynos 5420 Octa (28 nm)',b'Mali-T628 MP6',b'SM-T9000',,,,,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab Pro 10.1 LTE',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-101.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, January'","b'Available. Released 2014, March'",b'243.1 x 171.4 x 7.3 mm (9.57 x 6.75 x 0.29 in)',b'477 g (1.05 lb)',b'Micro-SIM',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'10.1 inches, 295.8 cm2 (~71.0% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~299 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Non-removable Li-Ion 8220 mAh battery',,,b'Up to 10 h (multimedia)',b'Up to 147 h',"b'White, Black'",b'About 420 EUR',,,,"b'16/32 GB, 2 GB RAM'",,,b'Yes',b'0.90 W/kg (body)',b'Android 4.4 (KitKat); TouchWiz UI',b'Quad-core 2.3 GHz Krait 400',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)'",,b'Qualcomm Snapdragon 800 (28 nm)',b'Adreno 330',b'SM-T525',,,,,,,,,b'Contrast ratio: 812:1 (nominal)',b'Photo / Video',b'Voice 67dB / Noise 66dB / Ring 69dB',b'Endurance rating 101h',,b'Noise -93.2dB / Crosstalk -94.4dB',,,
b'samsung',b'Samsung Galaxy Tab Pro 10.1',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-101.jpg',b'No cellular connectivity',b'N/A',,,"b'2014, January'","b'Available. Released 2014, March'",b'243.1 x 171.4 x 7.3 mm (9.57 x 6.75 x 0.29 in)',b'469 g (1.03 lb)',b'No',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'10.1 inches, 295.8 cm2 (~71.0% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~299 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with GLONASS'",b'No',"b'microUSB 2.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Non-removable Li-Ion 8220 mAh battery',,,b'Up to 10 h (multimedia)',b'Up to 147 h',"b'Black, White'",b'About 360 EUR',b'No',b'No',,"b'16/32 GB, 2 GB RAM'",,,b'Yes',b'0.30 W/kg (body)',b'Android 4.4 (KitKat); TouchWiz UI',b'Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)',,,,,b'Exynos 5420 Octa (28 nm)',b'Mali-T628 MP6',b'SM-T520',,,b'0.80 W/kg (body)',,,,,,b'Contrast ratio: 812:1 (nominal)',,b'Voice 67dB / Noise 66dB / Ring 69dB',,,b'Noise -93.2dB / Crosstalk -94.4dB',,,
b'samsung',b'Samsung Galaxy Tab Pro 8.4 3G/LTE',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-84.jpg',b'GSM / HSPA / LTE',"b'GSM 850 / 900 / 1800 / 1900 - SM-T321, SM-T325'","b'HSDPA 850 / 900 / 1900 / 2100 - SM-T321, SM-T325'",b'HSPA 42.2/5.76 Mbps (T321)/ LTE Cat4 150/50 Mbps (T325)',"b'2014, January'","b'Available. Released 2014, March'",b'219 x 128.5 x 7.2 mm (8.62 x 5.06 x 0.28 in)',b'335 g (11.82 oz)',b'Micro-SIM',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'8.4 inches, 204.6 cm2 (~72.7% screen-to-body ratio)'","b'1600 x 2560 pixels, 16:10 ratio (~359 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro, compass'",,,,,b'Active noise cancellation with dedicated mic',b'Non-removable Li-Ion 4800 mAh battery',,b'Up to 11 h (multimedia)',b'Up to 127 h',"b'Black, White'",b'About 420 EUR',,,,"b'16/32 GB, 2 GB RAM'",,,b'Yes',,b'Android 4.4 (KitKat); TouchWiz UI',b'Quad-core 2.3 GHz Krait 400',,,"b'LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800) - SM-T325'",,b'Qualcomm Snapdragon 800 (28 nm)',b'Adreno 330',"b'SM-T325, SM-T321'",,,,,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Tab Pro 8.4',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-tab-pro-84.jpg',b'No cellular connectivity',b'N/A',,,"b'2014, January'","b'Available. Released 2014, February'",b'219 x 128.5 x 7.2 mm (8.62 x 5.06 x 0.28 in)',b'331 g (11.68 oz)',b'No',"b'Super clear LCD capacitive touchscreen, 16M colors'","b'8.4 inches, 204.6 cm2 (~72.7% screen-to-body ratio)'","b'1600 x 2560 pixels, 16:10 ratio (~359 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with GLONASS'",b'No',"b'microUSB 2.0 (MHL TV-out), USB Host'","b'Accelerometer, gyro'",,,,,b'Active noise cancellation with dedicated mic',b'Non-removable Li-Ion 4800 mAh battery',,b'Up to 11 h (multimedia)',b'Up to 127 h',"b'Black, White'",b'About 290 EUR',b'No',b'No',,"b'16/32 GB, 2 GB RAM'",,,b'Yes',,b'Android 4.4 (KitKat); TouchWiz UI',b'Quad-core 2.3 GHz Krait 400',,,,,b'Qualcomm Snapdragon 800 (28 nm)',b'Adreno 330',b'SM-T320',,,b'1.04 W/kg (body)',,,,,,b'Contrast ratio: 822:1 (nominal)',b'Photo / Video',b'Voice 75dB / Noise 66dB / Ring 76dB',,,b'Noise -93.3dB / Crosstalk -89.2dB',,,
b'samsung',b'Samsung Galaxy Camera 2 GC200',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-camera-2.jpg',b'No cellular connectivity',b'N/A',,,"b'2014, January'","b'Available. Released 2014, March'",b'132.5 x 71.2 x 19.3 mm (5.22 x 2.80 x 0.76 in)',b'283 g (9.98 oz)',b'No',"b'Super Clear LCD capacitive touchscreen, 16M colors'","b'4.8 inches, 63.5 cm2 (~67.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~306 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'16.3 MP, 1/2.3"", AF, 21x optical zoom'",,"b'1080p@30fps, 512p@120fps'",,,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP'","b'Yes, with GLONASS'",b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'",,,,,b'No',b'HDMI port',,,,"b'Black, White'",b'About 330 EUR',b'No',b'No',b'Removable Li-Ion 2000 mAh battery',"b'8 GB (2.8 GB user available), 2 GB RAM'",,b'Corning Gorilla Glass 2',,,b'Android 4.3 (Jelly Bean); TouchWiz UI',b'Quad-core 1.6 GHz',,,,,,,,b'Yes',,,,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy Core Advance',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-core-advance.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSPA 14.4/5.76 Mbps',"b'2013, December'","b'Available. Released 2014, May'",b'133.3 x 70.5 x 9.7 mm (5.25 x 2.78 x 0.38 in)',b'145 g (5.11 oz)',b'Mini-SIM',"b'TFT capacitive touchscreen, 16M colors'","b'4.7 inches, 62.9 cm2 (~66.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~199 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'5 MP, AF'",b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,b'Removable Li-Ion 2000 mAh battery',,,,,"b'Deep Blue, Pearl White'",b'About 190 EUR',,,,"b'8 GB, 1 GB RAM'",,,,,b'Android 4.2 (Jelly Bean)',b'Dual-core 1.2 GHz',,,,,,,,b'Yes',,,,,,,,,,,,,,,,
b'samsung',b'Samsung Galaxy S4 Active LTE-A',b'https://cdn2.gsmarena.com/vv/bigpic/samsung-i9295-galaxy-s4-active-ofic.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2013, December'","b'Available. Released 2013, December'",b'139.7 x 71.3 x 9.1 mm (5.5 x 2.81 x 0.36 in)',b'147 g (5.19 oz)',b'Micro-SIM',"b'TFT capacitive touchscreen, 16M colors'","b'5.0 inches, 68.9 cm2 (~69.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'","b'microSD, up to 64 GB (dedicated slot)'",,,"b'13 MP, f/2.2, 31mm (standard), 1/3"", 1.14\xc2\xb5m, AF'","b'LED flash, HDR'",b'1080p@30fps',"b'2 MP, f/2.4, 31mm (standard)'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, EDR, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0 (MHL 2 TV-out), USB Host'","b'Accelerometer, gyro, proximity, compass, barometer, gesture'",,,,,b'IP67 dust/water resistant (up to 1m for 30 mins)',b'Active noise cancellation with dedicated mic',b'Up to 320 h (3G)',b'Up to 15 h (3G)',,"b'Dive Blue, Pink'",b'About 410 EUR',b'Class 33',b'Class 33',b'Removable Li-Ion 2600 mAh battery',"b'16/32 GB, 2 GB RAM'",,b'Corning Gorilla Glass 2',b'Yes',b'0.52 W/kg (head) \xc2\xa0 \xc2\xa0 0.30 W/kg (body)',b'Android 4.2.2 (Jelly Bean); TouchWiz UI',b'Quad-core 2.3 GHz Krait 400',,,b'LTE (unspecified)',,b'Qualcomm MSM8974 Snapdragon 800 (28 nm)',b'Adreno 330',,b'Yes',,b'1.25 W/kg (head) \xc2\xa0 \xc2\xa0 0.74 W/kg (body)',,,,b'Dual video call',,,,,,,,,,
